鵬程超市,臺北市松山區健康路399號,25.054676,121.568805
民生超市,臺北市松山區敦化北路199巷5號,25.055562294713887,121.55005015134172
民有超市,臺北市松山區民權東路3段140巷15號,25.060537078131933,121.5470354974463
松興超市,臺北市信義區松隆路36號,25.043438105110233,121.56759276860997
黎忠超市,臺北市信義區和平東路3段391巷16號,25.020347360142164,121.55814783977374
三興超市,臺北市信義區吳興街156巷6號,25.029133211918428,121.56111706860982
六合超市,臺北市信義區松仁路240巷19號,25.024358470784485,121.56880531093788
延吉超市,臺北市大安區市民大道4段190號,25.04413132423912,121.5539588262819
芳和超市,臺北市大安區樂業街87號,25.021683427806956,121.55129899744553
民榮超市,臺北市大安區仁愛路3段24巷12號,25.03518182566187,121.53561759744586
成功超市,臺北市大安區和平東路2段311巷29號,25.025473370430685,121.54526116860971
江寧超市,臺北市中山區合江街137號,25.061589258962663,121.53935616861031
朱崙超市,臺北市中山區龍江路15號,25.047658443532722,121.54048669744591
欣榮超市,臺北市中正區寧波東街20號地下室,25.032839147063225,121.52035533977387
同安超市,臺北市中正區同安街71號,25.023366771099095, 121.5214412686096
華山超市,臺北市中正區忠孝東路1段86號,25.043920504122596,121.5343579686101
雙園超市,臺北市萬華區興寧街2號,25.032272726124216,121.50202079744567
萬興超市,臺北市文山區萬壽路27號,24.988704433043143,121.57651172628088
永安超市,臺北市文山區木新路2段156號,24.984182408880578,121.56884309744503
忠順超市,臺北市文山區忠順街2段22號,24.984622058536843,121.56317756860892
永建超市,臺北市文山區木柵路1段177號,24.988081433142,121.55535279744493
萬和超市,臺北市文山區萬隆街47之12號,25.000716431136656,121.53704183977331
東新超市,臺北市內湖區東明街99號,25.054676503264826,121.60088846861022
凌雲超市,臺北市南港區研究院路3段68巷9號,25.035460725617476,121.6142816974457
湖興超市,臺北市內湖區成功路2段320巷19號,25.067728957011695,121.58998709744628
康樂超市,臺北市內湖區康樂街150號,25.072661737571654,121.61917329744645
文化超市,臺北市士林區格致路7號,25.136376622356167,121.54614306861153
後港超市,臺北市士林區華齡街175號,25.087171250830327,121.51923636861075
天母超市,臺北市士林區中山北路7段154巷6號,25.12342171161316,121.53304626861126
吉利超市,臺北市北投區吉利街125號,25.118793212351132,121.50666269744708
清江超市,臺北市北投區公館路198號,25.127938110892817,121.50717589744737
瑞光超市,臺北市內湖區陽光街319號,25.073583719553564,121.57898723977462
台北地下街,臺北市中正區市民大道1段100號B1,25.048717083709942,121.51421208283291
站前地下街,臺北市中正區忠孝西路1段50-1號B1,25.046068063893113,121.51897456861003
龍山寺地下街,臺北市萬華區西園路1段145號B1、B2,25.036120546281637,121.50027172628157
鵬程護理之家,臺北市松山區健康路399號2樓,25.054676203264858,121.56880349744611
安東幼兒園,臺北市大安區瑞安街75號2樓,25.02827144815107,121.54109329744554
陽明常春護理之家,臺北市士林區格致路7號2樓,25.136373822356866,121.54615156861156
第一果菜批發市場,臺北市萬華區興德里萬大路533號,25.017145206256405,121.4970530974454
第二果菜批發市場,臺北市中山區行孝里民族東路336號,25.06743913881724,121.53717869744624
臺北魚市場,臺北市萬華區興德里萬大路529、531號,25.018563050462514,121.49695092628139
民族魚市場,臺北市中山區行孝里民族東路410巷2弄18-20號,25.06672373898787,121.53698426861047
臺北市家禽批發市場,臺北市萬華區華江里環河南路2段338號,25.030190226455172,121.48939056860969
臺北花卉批發市場,臺北市內湖區湖元里新湖三路28、36號,25.063205358449245,121.5741723974462
臺北花木批發市場,臺北市文山區萬盛里興隆路1段15號,24.999983307623076,121.54773999744525
士林市場,臺北市士林區基河路101號,25.088021817254674,121.52418732628244
士東市場,臺北市士林區士東路100號,25.112097428158474,121.52930412628292
雙連市場,臺北市大同區民生西路198號,25.0570252413003,121.5167154686102
永樂市場,臺北市大同區迪化街一段21號,25.054743141844188,121.51044272628194
蘭州市場,臺北市大同區昌吉街55號(55至57號),25.066038939151085,121.51564676861037
安東市場,臺北市大安區瑞安街75號,25.028252005371556,121.54106111093783
信義市場,臺北市大安區信義路三段107號,25.033902325865157,121.53900823977382
成功市場,臺北市大安區四維路192巷,25.027036526956444,121.54799459744565
錦安市場,臺北市大安區永康街60號,25.028566248080875,121.52946679744566
八德市場,臺北市中山區八德路二段108之1號,25.04593744394285,121.53642979744585
松江市場,臺北市中山區錦州街222號,25.06025758396563,121.53203093977427
中山市場,臺北市中山區長安西路3號,25.050215442923438,121.52134399744598
建國市場,臺北市中山區伊通街94巷4號,25.053463142149315,121.53468709744607
華山市場,臺北市中正區忠孝東路一段108號,25.044245164471988,121.52484779744584
水源市場,臺北市中正區羅斯福路四段92號,25.013739151610782,121.53499372628129
幸安市場,臺北市中正區濟南路二段46號,25.040379145267273,121.5309503262817
南門市場,臺北市中正區羅斯福路一段8號,25.032528889246667,121.51799266860979
東門市場,臺北市中正區信義路二段81號,25.034756446606668,121.52675283977403
西湖市場,臺北市內湖區內湖路一段285號,25.082456152329925,121.56648376861057
興隆市場,臺北市文山區興隆路二段97號,24.99974403129096,121.54743686860925
木新市場,臺北市文山區木新路三段310巷4號,24.98178230907149,121.55699142628085
木柵市場,臺北市文山區保儀路13巷3號,24.988551882138413,121.56914926860912
北投市場,臺北市北投區新市街30號,25.132396810181596,121.50292879744737
南松市場,臺北市松山區塔悠路40號,25.050735082023067,121.57064386861016
龍城市場,臺北市松山區光復北路190巷39號,25.054705141853322,121.55369599744606
永春市場,臺北市信義區松山路294號,25.043117685045964,121.57757739744586
永吉市場,臺北市信義區永吉路278巷1弄30號,25.044929704042133,121.57521666861004
